식별 ID,수집한 플랫폼,수집한 종목,날짜,뉴스 제목,뉴스 내용
0008140825,네이버,삼성전자,2025-03-20T10:36:00+09:00,"이재명 대표, 삼성 청년 아카데미 방문",(서울=뉴스1) 김민지 기자 = 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 환담을 하고 있다. (공동취재) 2025.3.20/뉴스1
0008140826,네이버,삼성전자,2025-03-20T10:36:00+09:00,삼성 청년 소프트웨어 아카데미 찾은 이재명 대표,(서울=뉴스1) 김민지 기자 = 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 환담을 하고 있다. (공동취재) 2025.3.20/뉴스1
0002935144,네이버,삼성전자,2025-03-20T10:35:00+09:00,대화 나누는 이재용-이재명,"ⓒ데일리안 홍금표 기자
[데일리안 = 홍금표기자] 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 사피(SSAFY·삼성청년소프트웨어)아카데미에서 환담을 나누고 있다."
0002935145,네이버,삼성전자,2025-03-20T10:35:00+09:00,이재명 대표와 환담 나누는 이재용 삼성전자 회장,"ⓒ데일리안 홍금표 기자
[데일리안 = 홍금표기자] 이재용 삼성전자 회장과 이재명 더불어민주당 대표가 20일 오전 서울 강남구 사피(SSAFY·삼성청년소프트웨어)아카데미에서 환담을 나누고 있다."
0002942406,네이버,삼성전자,2025-03-20T10:35:00+09:00,이재명 ”기업 잘돼야 나라 잘돼…삼성 위기극복 과정에서 생태계 만들어질 것“,"이재명(왼쪽) 더불어민주당 대표가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 청년 취업 지원을 위한 현장 간담회에 참석해 로비에 마중 나온 이재용(오른쪽) 삼성전자 회장과 인사하고 있다. <공동취재>
이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 만났다.

이날 만남은 이 회장이 먼저 와서 이 대표를 맞이하는 형태로 시작됐다. 이 회장은 ""바쁜 일정에 SSAFY를 방문해줘서 진심으로 환영한다""며 ""SSAFY는 대한민국의 미래를 위해 소프트웨어 역량을 기르는 곳""이라고 설명했다.

이 대표는 ""이 회장 만나 반갑고, 삼성에 방문해 영광""이라며 ""기업이 잘돼야 나라가 잘되고, 삼성이 잘돼야 삼성에 투자한 사람들도 잘산다""고 말했다. 이어 ""글로벌 경쟁이 격화된 상황이라 대기업의 국제 경쟁력을 키우는 것도 중요하다""고 덧붙였다.

이 대표는 ""삼성이 너무 잘하고 있긴하지만, 최근 여러 가지 (어렵다는)이야기가 있다""며 ""삼성이 어려움을 이겨내는 과정에서 (새로운) 생태계가 만들어질 것""이라고 했다.

그러면서 ""삼성이 그간 경제성장 견인차 역할을 잘해왔던 것처럼 앞으로도 잘 부탁드린다""며 ""청년들이 기회를 찾을 수 있도록 삼성이 기회를 열어주고 있어 감사드린다""고 전했다."
0003622510,네이버,삼성전자,2025-03-20T10:35:00+09:00,이재용 만난 이재명 “기업이 잘돼야 나라가 잘된다”,"이재명 더불어민주당 대표가 20일 오전 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 열린 청년 취업 지원을 위한 현장 간담회에 앞서 마중 나온 이재용 삼성전자 회장과 인사하고 있다. 공동취재
더불어민주당 이재명 대표가 20일 이재용 삼성전자 회장을 만나 간담회를 진행한다.

이 대표는 이날 삼성전자와 고용노동부가 운영하는 서울 강남구 역삼동 사피(SSAFY, Samsung Software Academy For Youth) 아카데미를 방문해 이 회장 등 관계자들을 만났다.

이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 마중 나온 이재용 삼성전자 회장과 인사한 뒤 환담장으로 이동하고 있다. 공동취재
사피는 2018년부터 운영된 삼성의 대표적인 청년 고용 지원 프로그램으로, 1년 동안 매일 8시간씩 총 1600시간에 걸쳐 코딩 교육과 실전형 프로젝트를 제공하며 실전에 즉시 투입할 수 있는 개발자를 양성하는 프로그램이다.

민주당에서는 이 대표와 진성준 정책위의장, 조승래 수석대변인, 이해식 당대표 비서실장, 김태선 당대표 수행실장이 참석했으며, 삼성전자에선 이 회장과 임원진들이 참석했다. 이 대표와 이 회장은 청년 사회 진출 지원 방안 등을 논의할 예정이다.

이재용 삼성전자 회장이 20일 오전 서울 강남구 삼성 청년 SW 아카데미(SSAFY)에서 이재명 더불어민주당 대표의 발언을 경청하고 있다. 공동취재
이날 이 회장은 “바쁘신 일정에 이재명 대표와 민주당 의원들께서 사피에 방문해주셔서 진심으로 환영한다”고 말했다.

이어 “사피를 간단히 설명을 드리면, 삼성의 소프트웨어 역량을 가지고 사회와의 동행이라는 믿음 아래 대한민국의 미래, 청년들의 미래를 위해, 사회 공헌을 떠나서 미래에 투자한다는 마음으로 지금까지 끌고 왔다”고 덧붙였다.

이 대표는 “우리 회장님 뵙게 돼서 반갑고 삼성에 방문하게 돼 영광으로 생각한다. 기업이 잘돼야 나라가 잘되고, 삼성이 잘 살아야 삼성에 투자한 사람도 잘 산다. 경제 상황이 매우 어렵긴 한데 결국 우리 역량, 의지로 잘 이겨낼 거라고 생각한다”고 화답했다.

이재명 더불어민주당 대표가 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 이재용 삼성전자 회장과 환담하고 있다. 공동취재
그는 “사실 요즘처럼 경제 상황이 어려우면 사람들의 삶도 어려워진다. 일자리든 삶의 질이든 다 경제 활동에서 나오는 것”이라며 “글로벌 경쟁이 격화된 세상이라 대기업들의 국제 경쟁력을 키우는 게 정말 중요하다”고 강조했다.

그러면서 “너무 잘하고 계시지만 여러 가지 얘기들도 있어서, 삼성이 현재 어려움을 잘 이겨내고, 또 그 어려움 이겨내는 과정에서 생태계가 새롭게 만들어질 것”이라며 “많은 사람이 과실을 누리면서 새로운 세상을 열어가길 확실하게 열어가길 기대한다. 지금까지 한 것처럼 경제 성장 견인차 역할을 잘해주시길 부탁드린다”고 말했다.

이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 환담을 하고 있다. 공동취재

또 이 대표는 “청년에 대한 각별한 배려에 감사드린다”며 “정부가 해야 할 가장 중요한 일이 국민들에게 희망을 만들어주는 것인데, 요즘은 우리가 살아왔던 시대와 달라서 청년들이 기회 찾기가 너무 어려운 것 같다. 기회를 찾는 새로운 길은 삼성에서 역량을 쏟아서 열어주고 계신 데 깊이 감사드린다”고 했다.

이 대표는 이후 온·오프라인으로 각각 4명씩 총 8명의 사피 교육생들과 만난 자리서 “요즘 청년 실업이 심각해서 정치권에서도 걱정이 많다”면서 “뚜렷한 대책을 만들기도 어렵다. 미래에 대해 희망을 갖지 못하는 청년들이 많은 듯 하다”고 말했다.

그는 “사실 우리 (이재용) 회장님도 그렇고 우리가 살았던 시대는 어렵긴 했지만, 도전의 기회도 많고 성공 가능성도 높아서 미래가 불안하지 않았던 시절”이라고 했다.

그러면서 “그땐 ‘실패는 성공의 어머니’, ‘고생은 사서도 한다’는 이야기도 있었는데 요즘에는 그런 말하면 큰일 난다. 한편으로는 안타깝다. 세상이 바뀌었다. 청년들이 희망이 있어야 그 공동체가 희망이 있다. 정치에서도 청년이 희망 가지는 세상을 만들 수 있도록 최선 다하고 여러분 말씀을 잘 들어보겠다”고 덧붙였다.

“생각하고 있는 AI 성장 정책이 궁금하다”는 한 교육생의 질문에는 “모든 국민이 AI(인공지능)를 사용할 수 있게 해야 한다”며 “경제력 차이 때문에 누군가는 (AI 관련) 실력을 쌓고 누군가는 배제되는 상황이 되면 안 된다”고 답했다.

이 대표는 “무한한 가능성이 있는데 지금껏 정부가 (AI 산업) 지원에 그쳤다면 이제 정부도 직접 투자에 뛰어들어야 한다”며 “물론 (정부 투자에) 안정성이 있어야 하지만 모범적 사례가 있으니 모범적인 투자를 공공 영역이 일부 부담해야 한다”고 설명했다.

이어 “하나의 대기업이 혼자 감당하기 어려운 투자라고 알고 있다”며 “국가가 부담을 함께 하고 과실도 여러 국민이 나눠 갖고 이런 것이 돼야 하지 않겠나. 청년은 일자리가 없다고 하고 기업은 인재가 없다고 한다. 인재 양성 시스템이 문제가 있다는 것이다. 간극을 줄이는 데 주력해야 한다”고 덧붙였다.

한편, 최근 민생, 경제 행보를 이어가는 이 대표는 이 자리에서 연구·개발(R&D) 인력의 주 52시간 근무 예외를 포함한 반도체 특별법, 상법 개정안, 용인 반도체 클러스터 조성 지원 방안 등 현안에 대해 논의할 전망이다."
0015276235,네이버,삼성전자,2025-03-20T10:34:00+09:00,환담하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표(오른쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 이재용 삼성전자 회장을 만나 환담하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0015276236,네이버,삼성전자,2025-03-20T10:34:00+09:00,환담하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표(오른쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 이재용 삼성전자 회장을 만나 환담하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0015276237,네이버,삼성전자,2025-03-20T10:34:00+09:00,환담하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 이재용 삼성전자 회장을 만나 환담하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0001202585,네이버,삼성전자,2025-03-20T10:34:00+09:00,"한국경제TV '진짜 주식' 박완필, 반도체·방산·LNG 핵심 투자 전략 공개","레거시 반도체의 부활… 업계 기대감 고조
방산 수요 폭증, 한국 기업 글로벌 무기 시장 주도하나
트럼프 시대 LNG 수출 확대… 관련 종목 주목해야
지난 19일(수) 방영된 한국경제TV '진짜 주식' 1부에서 박완필 와우넷 전문가가 ▲반도체 ▲방산 ▲LNG를 중심으로 한 시장 주도 섹터와 핵심 투자 전략을 공개했다.

""소외됐던 반도체의 귀환… NAND·DDR5 강세 지속될까""
박 전문가는 ""최근 반도체 시장에서 NAND와 DDR5 메모리 가격이 상승하며 그동안 소외됐던 레거시 반도체가 다시 부활하는 조짐을 보이고 있다""고 분석했다. 삼성전자 역시 DDR5와 NAND 부문에서 반등세를 보이며 업황 개선 기대감을 키우고 있다는 설명이다.

""방산, 글로벌 무기 시장 주도… 한국 기업 수혜 예상""
방산 섹터에 대해서도 긍정적인 전망을 내놨다. 박 전문가는 ""독일이 국방비 지출을 확대하고 나토(NATO) 사무총장이 방위 예산을 평균 3.7%까지 증액할 것을 제안하는 등 글로벌 방산 수요가 급증하고 있다""며 ""이로 인해 무기 생산과 납기를 엄수할 수 있는 한국 방산 기업들이 세계 시장에서 중요한 역할을 하게 될 것""이라고 강조했다.

그는 방산주 중 ▲한화에어로스페이스(012450) ▲현대로템(064350) ▲LIG넥스원(079550) 등을 유망 종목으로 제시하며 중동 지역을 비롯한 글로벌 방산 시장 확대에 따른 수혜 가능성을 점쳤다.

""LNG 시장 급성장… 트럼프 행정부의 핵심 산업될 것""
LNG(액화천연가스) 산업도 주목할 섹터로 꼽았다. 박 전문가는 ""트럼프 행정부가 LNG 수출을 핵심 정책으로 내세우면서 글로벌 LNG 시장이 확대될 것""이라며 ""미얀마에서 LNG를 생산하고 우크라이나 곡물 터미널을 운영하는 포스코인터내셔널(047050) 같은 종합상사 종목이 대표적인 수혜주""라고 설명했다."
0015276234,네이버,삼성전자,2025-03-20T10:34:00+09:00,환담하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표(오른쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 이재용 삼성전자 회장을 만나 환담하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0013130487,네이버,삼성전자,2025-03-20T10:30:00+09:00,"이재용 회장, 이재명 대표 만나 건넨 첫 마디는?","삼성청년소프트웨어아카데미서 이재명 대표 만나
이 대표에게 아카데미 취지 자세히 설명
2018년 시작한 싸피, 미취업 청년에 무상 SW 교육
[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 인사를 나누고 있다. (공동취재) 2025.03.20. photo@newsis.com
[서울=뉴시스]이현주 기자 = 이재명 더불어민주당 대표가 20일 서울 강남구 역삼동 삼성청년소프트웨어아카데미(Samsung Software Academy For Youth·SSAFY)를 찾아 이재용 삼성전자 회장과 청년 취업을 비롯한 다양한 경제 현안에 대해 의견을 나눴다.

이 회장은 이날 이 대표를 아카데미 곳곳으로 직접 안내하며 첫 공식 만남을 이어갔다. 그는 이날 1층에서 이 대표를 맞아 함께 환담장으로 올라갔다.

이 회장은 ""싸피는 우리 사회와의 동행이란 이름 아래, 대한민국의 미래, 그리고 진짜 대한민국의 미래인 우리 청년들의 미래를 위해 삼성이 단순히 사회공헌을 떠나 우리 미래에 투자한다는 그런 믿음으로 하고 있다""고 설명했다.

이어 ""우리 대한민국 미래, 또 AI 미래를 짊어지고 나갈 청년들을 찾아주셔서 감사하다""며 ""기를 많이 받을 것 같다""고 환영했다.

특히 이들이 만난 삼성청년소프트웨어아카데미에 관심이 쏠린다.

2018년 가동한 삼성 소프트웨어 아카데미 '눈길'
영문 약자 싸피(SSAFY)로 불리는 이 아카데미는 삼성이 2018년 발표한 '경제 활성화와 일자리 창출' 일환으로, 국내 IT 생태계 저변을 넓히고 청년 취업 경쟁력을 높이기 위해 운영한 사회공헌(CSR) 프로그램이다.

이 회장은 5차례 이상 싸피 교육 현장을 찾는 등 소프트웨어(SW) 인재 교육을 직접 챙기고 있다. 이 회장은 ""소프트웨어 인재 양성은 IT 생태계 저변 확대를 위해 필수적이다""이라며 ""미래를 위해 지금 씨앗을 심어야 한다""고 강조한 바 있다.

[서울=뉴시스] 김근수 기자 = 이재명 더불어민주당 대표와 이재용 삼성전자 회장이 20일 오전 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 인사를 나누고 있다. (공동취재) 2025.03.20. photo@newsis.com
싸피는 2018년 12월 1기 교육을 시작한 이래 올해 1월 입학한 13기까지 약 1만1000명의 청년들에게 교육 기회를 제공했다. 특히 1~10기 수료생 8000여명 중 6700여명이 취업해 약 84% 취업률을 기록했다.

지난해 12월 졸업한 11기와 현재 교육 중인 12기 조기 취업자까지 포함하면 취업 인원은 7000명으로 늘어난다.

수료생들은 삼성전자를 비롯해 쿠팡, LG유플러스, 현대모비스 등 IT·통신·유통 등 다양한 기업에 취업했고, 포티투마루와 뉴빌리티 등 유망 스타트업에도 진출하고 있다.

이들이 취업한 기업 수는 1700여곳이다. 기업 현장에서 근무하는 싸피 수료생들이 계속 늘면서 실전형 인재로 인정받아 채용시 우대하는 기업들도 170여곳에 달한다.

'SW 개발자' 꿈 함께…무상 교육+월 100만원 지원
싸피는 1년간 매일 8시간씩 총 1600시간의 집중 교육 및 교육생 간 협업 프로젝트를 통해 실전에 즉시 투입될 수 있는 역량을 갖춘 개발자를 양성하고 있다.

교육 과정은 무료이며, 교육생 전원에게 매달 100만원의 교육지원금도 지급한다.

교육 뿐 아니라 취업을 위한 프로그램으로 채용 박람회, 기업 설명회 등을 실시하고 취업지원센터를 운영하며 진로 상담, 면접 컨설팅, 채용정보 제공 등을 상시 지원하고 있다.

삼성은 그동안 대졸 미취업자를 대상으로 교육을 진행했으나 교육기회 균등을 위해 올해부터 마이스터고 졸업생에게도 문호를 확대했다.

삼성전자와 삼성SDS, 삼성전기, 삼성SDI, 삼성디스플레이, 에스원 등 삼성 관계사에서 SW 개발 담당 직원들도 싸피 교육생 멘토로서 교육 과정에 참여하며 재능 기부를 하고 있다. 약 190명의 임직원이 멘토단으로 참여하고 있으며, 이중 23명은 실제 싸피 출신이다．"
0015276205,네이버,삼성전자,2025-03-20T10:29:00+09:00,이재명 대표 기다리는 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 이재용 삼성전자 회장이 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 더불어민주당 청년 취업 지원을 위한 현장 간담회를 앞두고 로비에서 민주당 이재명 대표를 기다리고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0001202581,네이버,삼성전자,2025-03-20T10:29:00+09:00,"이재용 만난 이재명 ""삼성이 잘 돼야 투자자들도 잘 살아""","이재명 더불어민주당 대표가 이재용 삼성전자 회장을 만나 ""삼성이 잘 돼야 삼성 투자자들도 잘 산다""고 말했다.

20일 오전 10시 이재명 대표는 서울 강남구에 위치한 역삼 SSAFT 서울캠퍼스에서 청년 취업지원을 위한 현장간담회에 참석해 이재용 회장을 만났다. 이 자리에서 이 대표는 ""삼성이 잘 돼야 삼성 투자자들도 잘 산다""면서 ""대기업의 국제 경쟁력 키우는 것 중요하다""고 밝혔다.

이어 ""삼성이 경제성장의 견인차 역할을 해주길 바란다""고 덧붙였다.

이 대표와 이 회장은 이날 현장간담회를 열고 경제 위기 속 청년들의 사회 진출 지원 방안을 모색한다.

두 사람은 간담회에 앞서 비공개 회동을 통해 상법 개정안과 주 52시간 예외 조항을 놓고 논란이 이어지고 있는 반도체 특별법 등 현안도 논의할 전망이다."
0004463542,네이버,삼성전자,2025-03-20T10:28:00+09:00,이재용 만난 이재명 “삼성 잘돼야 투자자도 잘 살아…모두를 위한 삼성”,"SSAFY 찾아 ‘성장 견인차 역할’ 당부
이재용 “AI 청년들이 기 받을 것”
이재명(왼쪽) 더불어민주당 대표와 이재용 삼성전자 회장이 20일 서울 강남구 삼성 청년 소프트웨어 아카데미(SSAFY)에서 만나 악수하고 있다. 오승현 기자

[서울경제]

삼성전자를 찾은 이재명 더불어민주당 대표가 이재용 삼성전자 회장에게 “지금까지 해온 것처럼 경제성장의 견인차 역할을 해달라”고 당부했다.

이 대표는 20일 서울 강남구 ‘삼성 청년 소프트웨어 아카데미(SSAFY)’를 찾아 이 회장을 만나 이같이 말했다. 그는 “기업이 잘 돼야, 나라가 잘 돼야, 삼성이 잘 돼야 삼성에 투자한 사람들도 잘 산다”며 “경제 상황이 매우 어려운데 (삼성전자의) 역량으로 잘 이겨낼 것이라고 생각한다”고 밝혔다.

이어 “글로벌 경쟁이 격화되는 상황이라 대기업의 국제 경쟁력을 키우는 것이 중요하다”며 “너무 잘하고 계시지만 최근 여러 일들이 있는데, 천천히 현재의 어려움을 잘 이겨내고 그 어려움을 이겨내는 과정에서 훌륭한 생태계가 만들어질 것”이라고 격려했다. 그러면서 “많은 사람들이 함께 과실을 누리며 새로운 세상을 확실하게 열어가길 기대한다”고 덧붙였다.

이 대표는 또 “모두를 위한 삼성이 될 수 있다”며 “청년들에 대한 배려를 각별하게 해주신 점도 감사하다”고 말했다. 이어 “요즘은 우리가 살아온 시대와는 달라서 청년들이 기회를 찾기 힘든 것 같다”며 “청년들이 기회를 찾는 새로운 길을 삼성에서 역량을 쏟아서 열어주고 계신 데 다시 한번 깊이 감사드린다”고 밝혔다.

이 회장은 “바쁘신 일정에 방문해주셔서 진심으로 환영한다”며 “SSAFY는 단순히 사회 공헌을 떠나 미래에 투자한다는 목표로 지금까지 끌고 왔다”고 설명했다. 그러면서 “SSAFY 교육생들과 인공지능(AI) 미래를 짊어지고 나갈 청년들이 기를 많이 받을 것 같다”고 화답했다."
0015276187,네이버,삼성전자,2025-03-20T10:27:00+09:00,악수하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표(오른쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 청년 취업 지원을 위한 현장 간담회에서 이재용 삼성전자 회장과 악수하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0003294928,네이버,삼성전자,2025-03-20T10:27:00+09:00,인사하는 이재명 대표와 이재용 회장,더불어민주당 이재명 대표(왼쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 청년 취업 지원을 위한 현장 간담회에 참석해 로비에 마중 나온 이재용 삼성전자 회장과 인사하고 있다.
0013130479,네이버,삼성전자,2025-03-20T10:27:00+09:00,"삼성·LG전자, 中 'AWE 2025' 전시…'AI홈' 기술 경쟁","[서울=뉴시스]삼성전자가 중국 최대 가전 전시회 'AWE(Appliance & Electronics World Expo) 2025'에 참가해 '비스포크 AI 패밀리허브' 냉장고 등 다양한 비스포크 AI가전을 전시한다. (사진=삼성전자 제공) photo@newsis.com *재판매 및 DB 금지
[서울=뉴시스]이인준 기자 = 삼성전자와 LG전자가 20~23일(현지시간)까지 중국 상하이에서 개최되는 중국 최대 가전 전시회 'AWE(Appliance & Electronics World Expo) 2025'에 참가한다.

삼성전자는 신국제박람센터에 1512㎡ 규모의 전시공간을 마련하고, '모두를 위한 AI(AI for All)' 비전을 실현하는 다양한 비스포크 AI가전과 연결 시나리오를 선보인다.

비스포크 AI가전은 ▲삼성전자의 보안 솔루션 '녹스(Knox)' ▲기기 연결 경험을 제공하는 '스마트싱스(SmartThings)' ▲AI 음성비서 '빅스비(Bixby)'를 기반으로 한층 강력한 AI 기능을 제공한다.

이번에 전시하는 스포크 AI가전은 ▲9형 스크린을 탑재한 '비스포크 AI 하이브리드' 냉장고 신제품 ▲7형 스크린을 탑재한 세탁건조기 '비스포크 AI 콤보' 등 AI 기능의 사용성을 높이는 '스크린'을 탑재한 것이 특징이다.

삼성전자는 중국 현지 맞춤형 상품도 선보였다. 중국의 평균적인 주방 가구장 크기에 맞춰 600㎜ 깊이로 더 슬림한 디자인을 갖춘 동시에 용량은 501리터로 최대화한 중국향 '키친핏 맥스(Max)' 냉장고가 대표적이다.

[서울=뉴시스]LG전자가 20일부터 중국 상하이에서 열리는 ‘AWE 2025’에서 아시아 고객들의 다양한 라이프스타일을 고려한 AI 가전, IoT 기술 등을 맞춤형으로 제안하는 공간별 AI 홈 솔루션을 마련했다. (사진=LG전자 제공) photo@newsis.com


LG전자도 '다양한 라이프스타일을 위한 LG전자의 공감지능(AI)'을 주제로 1104㎡ 규모의 전시관을 마련했다.

아시아 고객들의 다양한 라이프스타일을 고려한 AI 가전, IoT(사물인터넷) 기술 등을 맞춤형으로 제안하고 핵심 부품 기술력에 AI를 더한 ‘AI 코어테크’를 소개한다.

부스 입구에 설치된 하이라이트 존에서는 AI 홈 허브 ‘LG 씽큐 온’과 집안 곳곳에 설치된 센서를 통해 고객의 말과 행동, 환경을 감지하고 고객과 대화하며 연결된 가전과 IoT 기기를 제어한다.

전시장 내부에는 ▲AI로 세탁물의 무게∙옷감 등을 분석해 세탁 강도를 자동 조절하는 AI DD모터를 적용한 세탁기 ▲고객이 바람의 세기나 방향을 조절하지 않아도 AI가 공간을 분석해 최적의 온도를 맞춰주는 에어컨 등을 선보인다.

한편 AWE는 약 1000개 업체가 참가하고 36만 명 이상의 관람객이 모이는 아시아 최대 가전 박람회로 미국 CES, 독일 IFA와 함께 글로벌 3대 가전·전자제품 박람회로 꼽힌다."
0003294927,네이버,삼성전자,2025-03-20T10:25:00+09:00,이재명 대표에게 인사하는 이재용 회장,이재용 삼성전자 회장이 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 열린 더불어민주당 청년 취업 지원을 위한 현장 간담회를 앞두고 로비에 마중 나와 이재명 대표에게 인사하고 있다.
0015276158,네이버,삼성전자,2025-03-20T10:24:00+09:00,인사하는 이재명 대표와 이재용 회장,"(서울=연합뉴스) 박동주 기자 = 더불어민주당 이재명 대표(왼쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 청년 취업 지원을 위한 현장 간담회에 참석해 로비에 마중 나온 이재용 삼성전자 회장과 인사하고 있다. 2025.3.20 [공동취재]

pdj6635@yna.co.kr"
0000067514,네이버,삼성전자,2025-03-20T10:23:00+09:00,"이재명, 이재용 만나 “삼성, 경제성장 견인차 역할 해달라”","""기업이 잘 돼야 나라도 잘 돼""
더불어민주당 이재명 대표(왼쪽)가 20일 서울 강남구 멀티캠퍼스 역삼 SSAFY 서울캠퍼스에서 청년 취업 지원을 위한 현장 간담회에 참석해 로비에 마중 나온 삼성전자 이재용 회장과 인사하고 있다. 연합뉴스

더불어민주당 이재명 대표는 이재용 삼성전자 회장을 만나 “기업이 잘 돼야 나라가 잘 된다”며 “삼성이 경제성장 견인차 역할을 해 주길 부탁한다”고 전했다.

이 대표는 20일 서울 강남구 ‘삼성 청년 SW 아카데미’(SSAFY)를 방문해 이 회장을 만난 자리에서 “글로벌 경쟁이 격화되는 세상이라 대기업들의 국제 경쟁력을 키우는 게 정말 중요하다”며 이같이 말했다.

그러면서 “경제 상황이 어렵긴 하지만 우리의 역량과 의지로 잘 이겨낼 것으로 본다”며 “삼성이 여러 어려움을 이겨내고, 그 과정에서 훌륭한 생태계가 만들어지고 많은 사람이 과실을 누리는 새로운 세상을 열어가길 기대한다”고 밝혔다.

이 대표는 “정부가 해야 할 가장 중요한 일이 국민에게 희망을 만드는 일인데, 우리가 살아온 시대와 달리 청년이 기회를 찾기 어렵다”며 “청년들이 기회를 찾는 길에 삼성이 역량을 쏟아주신 데 감사하다”고 덧붙였다.

한편 이 대표와 이 회장은 이날 삼성 청년 SW 아카데미(SSAFY)에서 현장 간담회를 열고 경제 위기 속 청년들의 사회 진출 지원 방안을 모색한다. SSAFY는 삼성전자와 고용노동부가 운영하는 개발자 양성 프로그램이다."
